layer,head,pooled_blk_r,pooled_imp_r,blk_r_p,blk_lo_p,blk_hi_p,blk_r_m,blk_lo_m,blk_hi_m,imp_r_p,imp_r_m,sd_blk_p,sd_blk_m,mu_blk_p,mu_blk_m,pass_blk_010,pass_imp_010,surv_blk_att01,surv_imp_att01
28,13,-0.283666,0.132833,-0.204095,-0.308693,-0.111805,-0.309998,-0.415878,-0.206969,0.208944,-0.316247,0.071515,0.076556,-0.007843,0.028032,True,False,True,False
23,10,0.080594,0.283609,0.227974,0.152867,0.301999,-0.111720,-0.216987,0.000897,0.306837,-0.002594,0.017312,0.017200,-0.004434,-0.000187,False,False,False,True
4,31,0.283585,0.237281,0.206926,0.108314,0.301454,0.189419,0.107385,0.275450,-0.079444,0.157407,0.105758,0.100555,-0.348790,-0.354078,True,False,True,True
24,5,-0.283566,0.076531,-0.065390,-0.190429,0.074502,-0.234787,-0.335780,-0.123143,-0.030432,0.063565,0.083948,0.091539,0.157686,0.155069,False,False,True,False
1,19,0.247744,0.283425,-0.027127,-0.138741,0.098866,0.153590,0.039380,0.258064,-0.011572,0.303641,0.037071,0.043718,-0.249055,-0.255089,False,False,True,True
6,8,0.278337,0.283182,0.125303,0.032454,0.218167,0.207487,0.112397,0.297895,0.059635,0.238864,0.011183,0.012017,-0.036085,-0.035783,True,False,True,True
0,3,-0.199741,0.283094,-0.172028,-0.237846,-0.109635,-0.079950,-0.158807,-0.009558,0.030177,0.279527,0.008916,0.008924,0.003168,0.003894,False,False,True,True
6,18,0.282910,0.256421,0.144934,0.034110,0.276071,0.317712,0.195713,0.423474,-0.095504,0.288002,0.035973,0.035641,-0.163815,-0.159040,True,False,True,True
30,6,0.282549,0.246139,0.114191,-0.006736,0.237063,0.192854,0.082248,0.309028,-0.018365,0.184348,0.076540,0.085766,-0.159670,-0.161699,False,False,True,True
18,1,-0.282541,0.150803,-0.126166,-0.264156,0.006355,-0.181097,-0.318396,-0.056906,0.125295,-0.078920,0.017919,0.018175,0.027162,0.026968,False,False,True,True
11,9,0.191218,0.282016,-0.093654,-0.222677,0.031696,-0.107707,-0.223501,0.015071,0.169120,0.145058,0.116364,0.132377,-0.381894,-0.303892,False,True,True,True
1,5,0.236109,0.281846,-0.016269,-0.132905,0.104663,0.087429,-0.041143,0.219722,-0.029078,0.322851,0.001639,0.001750,-0.004199,-0.004126,False,False,True,True
25,11,0.238037,0.281806,0.033704,-0.097867,0.195015,0.144064,-0.010557,0.273774,0.040222,0.272136,0.010009,0.008965,-0.011943,-0.010634,False,False,True,True
19,5,0.200958,0.281749,0.034680,-0.069515,0.139638,0.109173,0.006618,0.216041,0.147437,0.204347,0.015930,0.014334,-0.013768,-0.009604,False,True,True,True
0,27,0.070946,0.281670,-0.060984,-0.177333,0.035538,-0.221815,-0.326492,-0.111917,0.131225,0.173322,0.048911,0.048775,-0.048937,-0.049635,False,False,False,True
0,4,0.220535,0.281394,0.086174,-0.001074,0.166552,-0.218431,-0.329240,-0.094888,0.088070,0.211635,0.032239,0.032135,-0.158664,-0.160328,False,False,True,True
0,26,0.143330,0.281105,-0.022863,-0.138331,0.076986,-0.252285,-0.341793,-0.151474,0.144853,0.159650,0.056204,0.055983,-0.101941,-0.102785,False,False,True,True
8,26,-0.280985,-0.122236,-0.188131,-0.289613,-0.088676,-0.175167,-0.271882,-0.075231,-0.074101,-0.063755,0.068576,0.070561,0.225171,0.217635,True,False,True,False
17,10,-0.280777,-0.028636,-0.158446,-0.294204,-0.033616,-0.148169,-0.273196,-0.026124,-0.064167,0.005365,0.051924,0.048594,0.086587,0.105053,True,False,True,False
2,7,0.235880,0.280604,-0.064327,-0.159636,0.036115,0.056076,-0.055098,0.168867,-0.028263,0.338323,0.008328,0.008309,-0.051639,-0.049807,False,False,True,True
5,19,0.279953,0.232188,-0.014831,-0.137842,0.123282,0.316887,0.215954,0.408660,-0.175675,0.200420,0.016614,0.016925,-0.040542,-0.043015,False,False,True,True
8,22,0.256325,0.279950,0.150700,0.037843,0.282317,0.045747,-0.085476,0.182260,-0.036744,0.318616,0.038072,0.039584,-0.098627,-0.099419,False,False,True,True
21,30,-0.278988,-0.136478,0.275315,0.156825,0.384411,-0.461695,-0.545021,-0.358869,0.327015,-0.527444,0.033373,0.041975,0.060157,0.035639,False,False,True,False
25,25,-0.278197,0.109536,-0.046511,-0.259504,0.146007,-0.263380,-0.348062,-0.186191,0.091492,-0.081862,0.009701,0.013150,0.006851,0.009906,False,False,True,False
7,0,0.263094,0.277712,0.136528,0.040505,0.229874,0.185778,0.106964,0.262341,0.081027,0.227276,0.030769,0.032807,-0.178520,-0.182583,True,False,True,True
23,6,-0.277525,-0.021289,-0.046617,-0.171840,0.074105,-0.280144,-0.390429,-0.163885,0.473638,-0.635906,0.038952,0.046983,0.026296,0.031065,False,False,True,False
10,12,-0.277352,-0.126262,-0.191024,-0.295726,-0.083770,-0.108941,-0.217850,0.007621,-0.052613,-0.007842,0.019418,0.018107,0.043555,0.041244,False,False,True,True
9,5,-0.277287,0.071835,-0.181885,-0.303321,-0.063391,-0.157908,-0.316308,0.006656,-0.192335,0.183881,0.018799,0.018283,0.059401,0.059664,False,False,True,False
26,9,0.038903,0.276655,0.061275,-0.033746,0.153340,0.148393,0.059898,0.237559,0.081100,0.260412,0.018667,0.020423,0.008262,0.002420,False,False,False,True
4,13,0.257448,0.276464,0.171752,0.056500,0.288316,0.110448,0.007671,0.217215,0.004814,0.292813,0.026760,0.026746,-0.170383,-0.168718,True,False,True,True
4,30,0.276313,0.196914,0.296257,0.194801,0.410336,0.151068,0.039662,0.253475,0.048285,-0.096763,0.037193,0.035181,-0.182185,-0.185797,True,False,True,True
5,14,0.234735,0.276240,0.005152,-0.166242,0.168501,-0.064712,-0.216607,0.089298,-0.011941,0.292376,0.033905,0.032548,-0.313087,-0.308202,False,False,True,True
29,29,0.275945,0.151090,0.402980,0.312346,0.492933,0.179977,0.058603,0.299184,0.175398,-0.133518,0.032326,0.024394,-0.003380,0.006231,True,False,True,True
0,12,0.141961,0.275877,-0.248840,-0.352105,-0.155985,-0.160561,-0.252978,-0.051921,0.029855,0.242208,0.061281,0.059432,-0.129743,-0.151037,True,False,True,True
9,3,-0.275586,-0.148375,-0.238444,-0.409357,-0.067074,-0.098776,-0.250862,0.040434,-0.027715,0.032761,0.118897,0.137222,0.408857,0.384056,False,False,True,True
1,21,0.241325,0.275527,-0.011682,-0.116691,0.106592,0.107503,-0.029459,0.257973,-0.026665,0.373585,0.004798,0.002742,-0.033260,-0.031083,False,False,True,True
19,1,-0.275427,-0.100861,-0.079363,-0.230693,0.079745,-0.216938,-0.370248,-0.070063,0.063365,-0.205983,0.076348,0.084434,0.042615,0.118284,False,False,True,False
0,24,0.148628,0.275096,-0.026079,-0.136416,0.069985,-0.266248,-0.351129,-0.168851,0.147211,0.135350,0.053992,0.053556,-0.106746,-0.108845,False,False,True,True
11,2,-0.275062,-0.151028,-0.107336,-0.285433,0.090681,-0.216526,-0.363343,-0.061635,-0.143217,0.073744,0.115580,0.128143,0.433532,0.406521,False,False,True,True
11,31,0.248361,0.274960,-0.046336,-0.162210,0.077213,0.237002,0.102281,0.367336,0.034713,0.256125,0.045141,0.045041,-0.054667,-0.057733,False,False,True,True
14,8,0.274916,0.209539,0.205051,0.107563,0.298114,0.112178,-0.005021,0.218444,-0.101483,0.233250,0.054719,0.055245,-0.164935,-0.164862,False,False,True,True
5,7,-0.274856,-0.206167,-0.252324,-0.362927,-0.136804,-0.071469,-0.231158,0.074180,-0.100498,0.081441,0.054040,0.056575,0.170893,0.159375,False,False,True,True
29,15,-0.274833,0.227904,0.041851,-0.174282,0.231521,-0.312890,-0.404763,-0.234680,0.181946,0.013685,0.021832,0.027559,0.014177,0.026774,False,False,True,True
9,15,-0.274546,0.102102,-0.250152,-0.427766,-0.068618,-0.214372,-0.348676,-0.081619,-0.112959,-0.135506,0.070496,0.066916,0.007087,0.026175,True,False,True,False
13,28,0.148305,0.274439,-0.242144,-0.355915,-0.128508,0.018201,-0.122741,0.171749,0.053880,0.213152,0.029358,0.030030,-0.047137,-0.047053,False,False,True,True
3,14,-0.274378,0.159582,-0.344401,-0.455357,-0.221868,-0.085975,-0.167039,-0.000108,0.063860,-0.060753,0.007990,0.008113,0.002816,0.003369,False,False,True,True
9,11,0.261295,0.274357,0.101857,-0.005324,0.217913,0.122496,-0.009989,0.245610,-0.057239,0.345461,0.015663,0.015645,-0.048138,-0.048357,False,False,True,True
12,18,0.274239,0.257826,-0.028036,-0.137948,0.086285,0.269280,0.166420,0.372277,-0.020395,0.217092,0.018384,0.021400,-0.038233,-0.040970,False,False,True,True
11,4,0.274228,0.253136,0.043787,-0.148835,0.255179,0.248747,0.097542,0.393288,-0.022826,0.199320,0.137564,0.128595,-0.361666,-0.345837,False,False,True,True
2,18,0.206669,0.274037,-0.167477,-0.276882,-0.066187,-0.162136,-0.298091,-0.023507,-0.029499,0.328446,0.006836,0.007009,-0.039005,-0.036837,True,False,True,True
8,5,0.273989,0.262687,-0.008602,-0.119485,0.110309,0.266531,0.147412,0.369003,-0.132793,0.342340,0.022352,0.025239,-0.059501,-0.059218,False,False,True,True
25,8,-0.273706,0.111867,-0.371786,-0.453725,-0.291030,0.070429,-0.082133,0.211641,-0.128103,0.136891,0.014386,0.013732,0.017856,0.015349,False,False,True,False
3,20,-0.273593,0.058679,-0.218496,-0.330545,-0.103917,-0.147831,-0.223044,-0.080838,0.079441,0.087696,0.008689,0.008824,0.004501,0.005945,True,False,True,False
29,4,-0.234253,0.273310,-0.140004,-0.303787,0.031108,-0.098721,-0.194555,-0.000659,0.107883,0.267013,0.010310,0.011705,0.006702,0.009773,False,True,True,True
3,23,0.116912,0.273063,-0.335634,-0.425797,-0.247561,-0.011582,-0.101462,0.074912,-0.007387,0.277300,0.010815,0.010757,-0.017208,-0.017200,False,False,True,True
12,8,0.218278,0.272694,-0.073946,-0.157836,0.010805,-0.020149,-0.138040,0.112668,0.101596,0.167307,0.077641,0.079268,-0.263294,-0.293018,False,True,True,True
3,21,0.174784,0.272576,-0.028753,-0.121921,0.064378,0.102916,0.008568,0.192028,0.040916,0.219991,0.040478,0.039699,-0.028921,-0.031667,False,False,True,True
25,28,0.257386,0.272290,0.015940,-0.105293,0.150930,0.268611,0.157786,0.367183,0.030538,0.254114,0.007109,0.007430,-0.005760,-0.004456,False,False,True,True
14,10,0.272213,0.240826,0.164439,0.045764,0.278143,0.129037,0.028669,0.224102,0.079775,0.059490,0.081709,0.084371,-0.239851,-0.243201,True,False,True,True
11,10,0.224833,0.272013,-0.189476,-0.301248,-0.082055,0.065226,-0.023273,0.159884,0.056704,0.204828,0.047468,0.046016,-0.254675,-0.245942,False,False,True,True
4,11,0.261944,0.271847,0.174116,0.091541,0.265603,0.058339,-0.055490,0.161849,0.031921,0.222473,0.011800,0.012402,-0.033322,-0.034234,False,False,True,True
9,2,-0.271780,-0.103020,-0.295819,-0.450188,-0.117453,-0.112796,-0.256231,0.023804,-0.242053,-0.072627,0.132989,0.147326,0.090840,0.036855,False,False,True,False
2,15,0.271558,-0.205936,0.169285,0.066277,0.272601,0.098001,-0.006399,0.193207,0.002832,-0.245825,0.017782,0.016396,-0.034760,-0.036380,False,False,True,True
6,11,0.271342,0.232290,0.295604,0.192231,0.402563,0.035369,-0.082213,0.165802,0.042957,-0.020403,0.042376,0.038474,-0.155957,-0.162601,False,False,True,True
4,14,0.243581,0.271334,-0.034969,-0.161700,0.108326,0.150750,-0.013133,0.303421,-0.043941,0.347342,0.006783,0.005894,-0.018198,-0.018206,False,False,True,True
9,10,0.255878,0.271316,-0.014550,-0.147494,0.120703,0.234738,0.130260,0.342858,-0.038784,0.295877,0.030783,0.029895,-0.157825,-0.156246,False,False,True,True
21,18,0.078407,0.270883,0.107929,-0.015904,0.228816,-0.115553,-0.248851,0.022554,0.187139,0.126890,0.012459,0.013181,-0.004631,-0.005692,False,True,False,True
1,4,0.270353,0.253462,-0.000912,-0.119483,0.153614,0.253853,0.161056,0.337277,-0.099657,0.304041,0.007984,0.009401,-0.009189,-0.010118,False,False,True,True
16,31,0.269828,0.268643,0.247500,0.158531,0.333850,0.011211,-0.101703,0.126441,0.190931,0.076919,0.026096,0.023503,-0.056155,-0.052881,False,False,True,True
11,19,0.269439,0.264850,-0.053600,-0.165302,0.074335,0.323612,0.238121,0.415848,-0.091510,0.317343,0.045218,0.045029,-0.147841,-0.147447,False,False,True,True
0,18,-0.269391,0.234168,-0.203648,-0.259041,-0.153537,-0.129882,-0.202603,-0.057333,0.164552,-0.091536,0.049332,0.049325,0.035273,0.035273,True,False,True,True
2,2,0.226353,0.269336,-0.132149,-0.247912,0.015944,0.046805,-0.089239,0.143983,-0.008858,0.245021,0.007601,0.008808,-0.035503,-0.036600,False,False,True,True
7,4,0.269227,0.267974,0.299798,0.168798,0.423185,-0.010480,-0.146814,0.113979,0.289084,-0.041075,0.038843,0.037571,-0.121312,-0.117668,False,False,True,True
26,4,-0.268901,-0.164695,-0.052784,-0.219329,0.091442,-0.195811,-0.280166,-0.108222,-0.046996,-0.060519,0.060167,0.062165,0.148714,0.145545,False,False,True,True
11,7,-0.268829,-0.267846,-0.143359,-0.245223,-0.014985,-0.119136,-0.280651,0.037210,-0.265464,-0.084019,0.105915,0.105270,0.151671,0.152465,False,False,True,True
31,7,0.268522,0.197760,-0.092244,-0.210547,0.022055,0.328125,0.228375,0.424110,-0.046571,0.099153,0.098500,0.097777,-0.219495,-0.228877,False,False,True,True
10,6,-0.268397,-0.225288,-0.368869,-0.486974,-0.240743,-0.034333,-0.178338,0.105538,-0.189210,0.076407,0.044153,0.042214,0.249754,0.249344,False,False,True,True
11,13,-0.268369,-0.146030,-0.090082,-0.190750,0.018360,-0.213104,-0.307159,-0.115450,-0.192839,-0.142101,0.085682,0.093605,0.088873,0.053933,False,False,True,True
14,9,0.242184,0.268323,-0.088204,-0.223960,0.059886,0.151952,0.028092,0.259945,-0.072238,0.319194,0.036837,0.037902,-0.204610,-0.203974,False,False,True,True
8,13,0.268306,0.267087,0.104622,-0.009788,0.218624,0.215855,0.085725,0.333798,-0.008035,0.235205,0.046058,0.052733,-0.216430,-0.235659,False,False,True,True
28,2,-0.268268,0.259230,0.149322,0.037357,0.244104,-0.355036,-0.474745,-0.237025,0.372209,-0.130495,0.019390,0.021953,0.053570,0.057822,False,False,True,True
11,25,0.155615,0.267972,-0.172341,-0.265908,-0.069019,-0.100180,-0.203414,0.000291,0.094812,0.155322,0.086478,0.086525,-0.185941,-0.160047,False,False,True,True
7,6,-0.267778,-0.172141,-0.060952,-0.164821,0.035120,-0.181992,-0.308096,-0.053194,-0.006580,-0.134572,0.080255,0.082903,0.187366,0.194392,False,False,True,True
8,4,0.241304,0.267728,-0.025919,-0.147526,0.124738,0.101465,-0.053306,0.247095,-0.088033,0.312406,0.031744,0.029744,-0.127430,-0.124727,False,False,True,True
9,8,0.254514,0.267599,0.211420,0.103926,0.325869,0.043332,-0.078560,0.162272,0.039075,0.203851,0.052643,0.052029,-0.348901,-0.344752,False,False,True,True
28,22,0.224800,0.267094,0.089001,-0.071099,0.256200,0.001806,-0.105595,0.106380,0.158512,0.128512,0.003839,0.003483,-0.006502,-0.004836,False,True,True,True
4,0,-0.266933,-0.259280,-0.201135,-0.278695,-0.118195,-0.191731,-0.279434,-0.106786,-0.084061,-0.122466,0.018564,0.018819,0.115781,0.111900,True,False,True,True
4,27,0.266711,0.265341,0.268756,0.155532,0.381568,0.123051,0.011621,0.229111,0.215675,0.098252,0.018255,0.017001,-0.107467,-0.107179,True,False,True,True
9,9,0.266646,0.249247,0.049133,-0.066240,0.177651,0.237369,0.137481,0.339875,-0.089762,0.263051,0.030960,0.029310,-0.120416,-0.114638,False,False,True,True
28,6,-0.266343,0.129959,-0.069675,-0.282719,0.110395,-0.258797,-0.396328,-0.148511,0.096718,0.039411,0.012612,0.015227,0.005641,0.009812,False,False,True,False
4,28,0.266095,0.252304,0.328093,0.230826,0.421188,-0.003335,-0.112020,0.113653,0.155164,0.025109,0.027842,0.028032,-0.127907,-0.122281,False,False,True,True
19,12,-0.265947,0.001812,-0.130510,-0.262630,-0.006590,-0.214305,-0.361496,-0.054829,0.220679,-0.208623,0.120558,0.127928,0.065679,0.074363,True,False,True,False
11,30,-0.265715,-0.106916,-0.196922,-0.317929,-0.073458,-0.125221,-0.269710,-0.000459,-0.170297,0.221288,0.081665,0.078511,0.388671,0.385958,True,False,True,True
13,29,0.222353,0.265667,-0.104955,-0.271567,0.076236,0.113311,-0.064212,0.281195,0.062571,0.164510,0.056680,0.059486,-0.126409,-0.127561,False,False,True,True
21,24,-0.265629,0.058099,-0.321310,-0.465964,-0.169100,-0.106903,-0.220795,0.015420,0.035850,-0.238790,0.101529,0.104906,0.036190,0.031257,False,False,True,False
7,20,0.229181,0.265323,-0.088927,-0.229173,0.067658,-0.028765,-0.181645,0.113384,0.064717,0.198761,0.031993,0.031683,-0.222691,-0.231421,False,False,True,True
11,12,-0.265260,-0.213600,-0.062301,-0.184584,0.056128,-0.172024,-0.290483,-0.047122,-0.050782,-0.098556,0.095788,0.092461,0.155415,0.198528,False,False,True,True
2,1,0.175388,-0.265143,-0.080734,-0.184945,0.022872,-0.102785,-0.190271,-0.005707,0.008689,-0.308606,0.034709,0.033144,-0.072368,-0.065687,False,False,True,True
6,10,0.253382,0.265002,0.090906,-0.009186,0.192740,0.086440,-0.027615,0.204451,0.051903,0.173512,0.022257,0.021241,-0.049472,-0.046889,False,False,True,True
3,15,0.264973,0.203214,0.046650,-0.023189,0.113157,0.184133,0.101504,0.268963,-0.109107,0.032826,0.014946,0.014511,-0.031774,-0.032322,False,False,True,True
0,30,-0.264894,-0.119807,-0.096071,-0.166859,-0.029291,-0.146435,-0.247051,-0.039719,-0.030917,-0.011096,0.008530,0.008530,0.012759,0.012764,False,False,True,True
2,6,-0.225942,0.264762,-0.070843,-0.167386,0.022359,-0.054419,-0.098404,-0.010733,0.151233,0.252463,0.021172,0.021070,0.026538,0.027783,False,False,True,True
7,21,-0.264749,-0.083366,-0.166509,-0.289728,-0.042157,-0.096571,-0.232396,0.025913,-0.066944,0.223139,0.044018,0.047572,0.153537,0.158263,False,False,True,False
14,22,0.264465,0.061737,0.362849,0.234030,0.455047,-0.095600,-0.232531,0.040557,0.054889,-0.395010,0.140086,0.136028,-0.476288,-0.436926,False,False,True,False
10,3,-0.264259,-0.204231,-0.098893,-0.249392,0.082994,-0.133130,-0.289471,0.005258,-0.107526,-0.002392,0.079234,0.072608,0.205842,0.126104,False,False,True,True
31,31,0.234700,0.263908,0.274315,0.165312,0.375262,-0.152028,-0.289487,-0.014844,0.192255,0.042212,0.030077,0.025106,-0.045363,-0.033358,False,False,True,True
7,12,0.263883,0.260695,0.150963,0.042919,0.268739,0.123785,0.007096,0.241466,0.072961,0.136966,0.056247,0.057676,-0.229612,-0.236467,True,False,True,True
30,5,0.018975,0.263564,0.082769,-0.017077,0.185000,0.404882,0.301591,0.501542,0.214649,0.066946,0.008065,0.010831,0.008051,0.010992,False,False,False,True
12,19,0.263461,0.259171,-0.017268,-0.147465,0.127750,0.235473,0.087783,0.379798,-0.027424,0.265659,0.039787,0.039065,-0.084089,-0.084463,False,False,True,True
16,29,0.262293,0.263272,0.131133,0.033225,0.228967,0.092196,-0.018365,0.206669,0.035246,0.233730,0.030795,0.029776,-0.072668,-0.070392,False,False,True,True
2,17,0.256589,0.263090,0.131722,0.009273,0.264657,0.095776,-0.068157,0.232719,-0.024840,0.232834,0.004554,0.004932,-0.021886,-0.023119,False,False,True,True
18,21,-0.262762,-0.101459,-0.170132,-0.362499,0.028691,-0.275882,-0.403289,-0.160530,0.099577,-0.458559,0.013608,0.015360,0.003779,0.001740,False,False,True,False
13,11,0.257644,0.262735,0.117445,0.028901,0.205509,0.083813,-0.026863,0.190174,0.120293,0.136998,0.173046,0.168265,-0.508752,-0.517104,False,False,True,True
0,22,-0.262598,-0.137930,-0.401639,-0.476187,-0.335037,-0.087952,-0.180217,-0.006949,0.024667,0.042110,0.015136,0.015134,0.139640,0.140819,False,False,True,True
12,0,0.262202,0.227548,0.063703,-0.116598,0.264254,0.167736,0.042447,0.288176,-0.044247,0.138234,0.087106,0.092118,-0.108042,-0.143447,False,False,True,True
8,23,0.238990,0.262174,0.047341,-0.070520,0.169834,-0.014164,-0.167745,0.138850,0.025894,0.196949,0.023337,0.024466,-0.178895,-0.176897,False,False,True,True
25,10,-0.126297,0.261900,-0.029868,-0.192299,0.119888,-0.201027,-0.306705,-0.095010,0.083004,0.153444,0.030454,0.029669,0.000019,0.002945,False,False,True,True
4,25,0.251678,0.261857,0.181608,0.027159,0.331819,0.176972,0.032283,0.333122,0.005620,0.211426,0.030663,0.030442,-0.403653,-0.404355,True,False,True,True
0,16,-0.249394,0.261818,-0.000599,-0.140394,0.128298,-0.149257,-0.281651,0.001679,0.005361,0.185563,0.029317,0.028977,0.152242,0.141217,False,False,True,True
8,10,-0.109060,0.261755,0.029984,-0.101819,0.146886,-0.092214,-0.221278,0.044016,0.088665,0.132662,0.049464,0.050787,0.019666,0.014485,False,False,False,True
30,28,0.171087,0.261750,0.460081,0.366421,0.557999,-0.040804,-0.177752,0.100328,0.434658,0.036153,0.054926,0.079652,0.087005,-0.101478,False,False,True,True
29,19,-0.261647,0.253071,0.065159,-0.121050,0.259172,-0.255169,-0.374823,-0.137409,0.230742,0.143955,0.019528,0.021636,0.036973,0.040436,False,True,True,True
7,1,0.261446,0.219062,0.163752,0.063248,0.282585,0.118103,0.009020,0.229025,0.142702,-0.180620,0.068258,0.070983,-0.344646,-0.339308,True,False,True,True
29,1,-0.026821,0.261408,-0.026816,-0.194411,0.121073,0.008163,-0.091759,0.118591,0.097527,0.199195,0.003407,0.003610,-0.000344,0.000905,False,False,False,True
3,30,0.260423,0.184166,0.097733,0.005712,0.179062,0.135071,0.050879,0.219414,-0.000830,-0.288220,0.095759,0.099445,-0.385112,-0.357259,False,False,True,True
18,7,0.260156,0.240965,0.111603,0.018655,0.210643,0.115982,-0.011942,0.247768,0.016938,0.213988,0.007208,0.007488,-0.011152,-0.010601,False,False,True,True
25,1,-0.138176,0.260081,0.235851,0.155515,0.313096,0.079752,-0.025023,0.192742,0.047959,0.278443,0.028069,0.030738,0.053958,0.052078,False,False,True,True
6,19,0.259953,0.182682,0.197697,0.098728,0.315631,0.040174,-0.070712,0.154547,0.055135,-0.163823,0.028254,0.028516,-0.106839,-0.105143,False,False,True,True
0,7,0.231607,0.259649,0.102884,0.038108,0.172154,-0.054669,-0.141982,0.040510,0.020586,0.186663,0.065946,0.066155,-0.183265,-0.180279,False,False,True,True
11,11,0.192098,0.259423,-0.043790,-0.154125,0.064232,-0.172841,-0.278950,-0.059649,0.091577,0.117059,0.093450,0.093278,-0.280510,-0.271806,False,False,True,True
0,14,-0.259380,0.230603,-0.160084,-0.248644,-0.074672,-0.077424,-0.175747,0.033663,0.149160,-0.059563,0.054014,0.053923,0.235167,0.204559,False,False,True,True
3,28,0.259345,0.214096,0.186720,0.086231,0.272685,0.099322,-0.005872,0.212401,-0.065262,-0.120065,0.043225,0.042239,-0.247318,-0.240243,False,False,True,True
7,7,-0.259129,-0.200974,-0.099507,-0.203886,0.000213,-0.161831,-0.282047,-0.043618,-0.023419,-0.030671,0.053080,0.058519,0.302577,0.290885,False,False,True,True
10,18,0.253705,0.259030,0.146761,0.027251,0.261774,0.054470,-0.088906,0.188258,0.212322,0.029108,0.161050,0.174333,-0.225953,-0.341425,False,False,True,True
20,17,-0.258781,-0.039931,-0.211867,-0.300504,-0.119599,0.001709,-0.133002,0.130645,-0.009526,0.069199,0.040835,0.037988,0.080989,0.072210,False,False,True,False
23,9,0.102940,0.258619,-0.268543,-0.415946,-0.102901,0.063460,-0.058217,0.179189,0.003102,0.242433,0.024739,0.021202,-0.027160,-0.021721,False,False,False,True
6,16,0.256130,0.258598,0.125487,0.018909,0.236292,0.086586,-0.033674,0.210796,-0.030173,0.227152,0.031011,0.028838,-0.132771,-0.127457,False,False,True,True
3,16,0.258546,0.228708,0.086664,-0.000704,0.163637,0.117391,0.021179,0.211599,-0.028820,0.106712,0.008891,0.008530,-0.018685,-0.017088,False,False,True,True
0,21,-0.258323,-0.203579,-0.315355,-0.397372,-0.233549,-0.051468,-0.158289,0.056084,-0.241371,-0.067243,0.042259,0.042250,0.020339,0.020036,False,False,True,True
16,15,0.237411,0.258304,0.167206,0.046010,0.282793,-0.052213,-0.182347,0.059881,0.205793,0.026116,0.068113,0.058084,-0.115461,-0.109614,False,False,True,True
6,9,-0.258046,-0.235969,-0.005800,-0.118222,0.112523,-0.198509,-0.319070,-0.084419,-0.020206,-0.199536,0.063022,0.061022,0.109217,0.104702,False,False,True,True
9,17,-0.257722,0.146260,-0.034970,-0.176706,0.089928,-0.245860,-0.352177,-0.133142,0.101479,-0.181954,0.058131,0.061326,0.046706,0.041427,False,False,True,True
15,7,0.232277,0.257558,0.036371,-0.078049,0.154082,0.021174,-0.127597,0.158446,0.021732,0.228793,0.068404,0.063952,-0.167951,-0.160513,False,False,True,True
7,28,0.251398,0.257450,0.111543,-0.020742,0.251132,0.094107,-0.042206,0.231876,0.163929,0.053798,0.061730,0.066464,-0.419570,-0.427820,False,False,True,True
5,3,0.257204,0.232320,0.046805,-0.057430,0.161715,0.175067,0.061898,0.294554,-0.090858,0.127843,0.029457,0.031143,-0.145263,-0.143988,False,False,True,True
23,7,-0.257104,-0.130769,0.026658,-0.109295,0.151439,-0.608342,-0.667381,-0.544829,0.268793,-0.582089,0.049530,0.059528,0.033312,-0.060538,False,False,True,False
1,9,-0.257030,-0.191511,-0.252283,-0.338676,-0.166309,0.023773,-0.067041,0.103145,-0.121357,0.145546,0.015703,0.016316,0.061297,0.064871,False,False,True,True
2,26,0.256958,0.054341,-0.089280,-0.210314,0.037995,0.342882,0.218639,0.458015,-0.025980,-0.319552,0.028721,0.033192,-0.227721,-0.229863,False,False,True,False
14,0,0.256753,0.240669,0.277131,0.161409,0.385584,-0.085194,-0.210812,0.034890,0.278906,-0.131542,0.116025,0.104155,-0.332163,-0.323866,False,False,True,True
21,9,0.239720,0.256702,-0.126082,-0.264580,0.007654,0.254582,0.141147,0.357420,0.020824,0.247020,0.041266,0.045277,-0.054436,-0.063040,False,False,True,True
15,17,-0.256509,0.014784,-0.193712,-0.333343,-0.051361,-0.088191,-0.218608,0.045617,-0.176213,0.012225,0.058585,0.052475,0.035633,0.054034,False,False,True,False
9,16,-0.256015,0.007863,-0.045235,-0.198278,0.084404,-0.238744,-0.377747,-0.091701,-0.047177,-0.181866,0.094587,0.092549,0.079233,0.060289,False,False,True,False
4,5,0.255811,0.246968,0.063473,-0.000384,0.135461,0.161124,0.080200,0.237976,-0.170876,0.263344,0.032843,0.032191,-0.166462,-0.172367,False,False,True,True
16,13,0.242046,0.255457,0.225852,0.092886,0.359676,-0.115133,-0.265104,0.044698,0.207395,0.011787,0.065146,0.054224,-0.128112,-0.122792,False,False,True,True
9,19,-0.255393,0.087937,-0.125367,-0.252457,-0.014179,-0.224429,-0.343370,-0.101520,-0.020883,-0.109794,0.082532,0.078514,0.039920,0.034973,True,False,True,False
6,6,-0.255171,-0.127257,-0.199741,-0.292960,-0.101250,-0.000645,-0.146841,0.122752,0.018720,0.044970,0.121804,0.130695,0.427324,0.351420,False,False,True,True
11,29,-0.255068,0.161826,-0.082555,-0.221281,0.060679,-0.112326,-0.255937,0.039395,0.039273,-0.223248,0.044277,0.045594,0.181629,0.186373,False,False,True,True
24,3,0.137986,0.254092,-0.030306,-0.162385,0.100111,-0.135923,-0.232367,-0.041012,0.426213,-0.294994,0.054571,0.059091,-0.074962,-0.073253,False,False,True,True
