layer,head,pooled_blk_r,pooled_imp_r,blk_r_p,blk_lo_p,blk_hi_p,blk_r_m,blk_lo_m,blk_hi_m,imp_r_p,imp_r_m,sd_blk_p,sd_blk_m,mu_blk_p,mu_blk_m,pass_blk_010,pass_imp_010,surv_blk_att01,surv_imp_att01
12,21,0.196565,0.253658,-0.251656,-0.367068,-0.137029,-0.174198,-0.320083,-0.019720,0.147371,0.036406,0.068190,0.066697,-0.355908,-0.350869,True,False,True,True
19,7,0.181875,0.253621,-0.038820,-0.196363,0.123675,-0.081769,-0.201682,0.030126,0.085074,0.157915,0.032434,0.030687,-0.060475,-0.055253,False,False,True,True
13,24,0.253468,0.218316,-0.053943,-0.161742,0.068479,0.209327,0.075627,0.334673,-0.165979,0.194893,0.042755,0.044774,-0.138277,-0.145075,False,False,True,True
12,22,0.239450,0.253431,-0.036673,-0.162916,0.104204,0.090535,-0.072022,0.255148,-0.003437,0.170215,0.060403,0.061830,-0.247354,-0.251443,False,False,True,True
21,21,-0.253245,-0.195409,-0.011648,-0.161816,0.134889,-0.156512,-0.274636,-0.035165,0.028555,-0.198472,0.048461,0.048376,0.121505,0.102786,False,False,True,True
3,29,0.236751,0.253145,0.036221,-0.092723,0.155619,-0.064495,-0.168448,0.037287,0.251023,-0.057902,0.032601,0.032243,-0.350066,-0.342755,False,False,True,True
6,3,0.252653,-0.126163,0.119354,0.000450,0.244129,0.054199,-0.070861,0.182220,-0.182938,0.114810,0.048128,0.047287,-0.170351,-0.179178,False,False,True,True
8,28,-0.252595,0.093688,-0.108143,-0.199231,-0.008659,-0.077020,-0.193859,0.047664,0.006034,0.086788,0.074224,0.073920,0.130432,0.139035,False,False,True,False
20,4,0.108389,0.252346,0.161615,0.027619,0.312332,0.273853,0.135600,0.416467,0.023339,0.322461,0.010277,0.010754,0.003152,0.005463,True,False,False,True
2,5,0.225553,0.251999,-0.176340,-0.265671,-0.082959,-0.007916,-0.116569,0.096720,-0.018801,0.171613,0.030959,0.030567,-0.229683,-0.225004,False,False,True,True
24,14,0.251921,0.235352,0.014557,-0.160224,0.211134,0.158380,0.012532,0.288965,-0.033298,0.188604,0.042050,0.039704,-0.085051,-0.077680,False,False,True,True
30,0,-0.251854,0.013455,-0.010478,-0.169024,0.132677,-0.203866,-0.300435,-0.105467,0.050886,-0.024673,0.061260,0.066829,0.066606,0.071466,False,False,True,False
17,0,-0.251667,0.036732,-0.214312,-0.354292,-0.074461,-0.442680,-0.535253,-0.341389,0.090994,-0.391168,0.050710,0.047812,-0.009344,-0.015521,True,False,True,False
5,21,-0.251594,-0.062654,-0.064148,-0.170808,0.039315,-0.094925,-0.216439,0.015993,0.020229,0.241083,0.009313,0.009576,0.031999,0.031277,False,False,True,False
3,22,-0.251265,-0.012947,-0.187538,-0.341382,-0.007068,-0.031268,-0.115743,0.040760,0.267058,0.066720,0.042741,0.044479,0.055292,0.057900,False,False,True,False
12,9,0.250812,0.171607,0.184760,0.058254,0.314558,-0.017870,-0.165441,0.133924,-0.068268,-0.100435,0.128215,0.130465,-0.368649,-0.379328,False,False,True,True
14,21,0.250617,0.204015,0.024554,-0.130225,0.167933,0.127271,0.005066,0.250634,0.042846,-0.075833,0.115985,0.113041,-0.434636,-0.407036,False,False,True,True
10,29,-0.250615,-0.158763,-0.056302,-0.204443,0.096247,-0.284315,-0.395880,-0.178065,-0.018137,-0.244739,0.189029,0.192856,0.062173,0.097840,False,False,True,True
12,25,0.226614,0.250583,-0.072518,-0.184217,0.047539,0.064826,-0.092519,0.218248,0.068727,0.095161,0.068280,0.072556,-0.198719,-0.209592,False,False,True,True
9,0,-0.250569,-0.062113,-0.098767,-0.242806,0.043368,-0.094723,-0.261088,0.066986,-0.244803,-0.019665,0.066198,0.066087,0.097779,0.096835,False,False,True,False
28,16,-0.250563,0.059944,-0.231790,-0.397163,-0.069747,-0.249914,-0.363467,-0.134498,-0.043513,-0.143672,0.024866,0.026045,0.005393,-0.001823,True,False,True,False
8,18,-0.250219,-0.109945,-0.105321,-0.280025,0.071499,-0.106614,-0.235649,0.018481,-0.082188,0.028477,0.074804,0.074283,0.595382,0.589129,False,False,True,False
0,1,0.222865,0.249046,0.099346,-0.067770,0.249073,-0.202704,-0.346830,-0.025428,0.106891,0.057014,0.040028,0.040078,-0.192324,-0.197114,False,False,True,True
2,16,0.248691,0.247433,0.102312,0.026588,0.178930,0.043028,-0.055319,0.142648,-0.068545,0.177780,0.028221,0.030285,-0.110142,-0.119380,False,False,True,True
12,23,0.217175,0.248689,0.052376,-0.050140,0.172612,0.066952,-0.066013,0.215498,0.047389,0.107737,0.068107,0.075894,-0.079643,-0.080901,False,False,True,True
23,19,0.152087,0.248638,-0.193810,-0.314096,-0.064686,0.079624,-0.015762,0.166122,0.035785,0.176073,0.087289,0.078232,-0.113189,-0.094931,False,False,True,True
5,5,-0.248552,-0.119092,-0.128237,-0.204357,-0.054031,-0.016710,-0.111090,0.072556,0.185272,0.180575,0.084481,0.084035,0.259830,0.262140,False,True,True,True
7,27,-0.085999,-0.248414,0.009056,-0.093230,0.104909,-0.243451,-0.366270,-0.120879,-0.206243,-0.027098,0.061809,0.059397,-0.004486,-0.010764,False,False,False,True
15,22,0.153290,0.248322,-0.137851,-0.297203,0.022338,-0.227162,-0.337680,-0.110425,0.285804,-0.089494,0.163113,0.163223,-0.397685,-0.396818,False,False,True,True
8,2,-0.248229,-0.140546,-0.123111,-0.239504,-0.020459,-0.146198,-0.271295,-0.025070,-0.134480,-0.150354,0.117411,0.121409,0.097123,0.080575,True,True,True,True
7,11,0.248118,0.201933,0.157754,0.047355,0.277951,-0.014351,-0.161264,0.125990,-0.030893,-0.088875,0.108168,0.106964,-0.436137,-0.442325,False,False,True,True
8,29,-0.247974,-0.115448,-0.056380,-0.166994,0.051686,-0.079422,-0.205101,0.040392,-0.042783,0.139786,0.097410,0.100454,0.453189,0.446328,False,False,True,True
1,20,-0.247511,-0.000653,-0.180962,-0.306564,-0.052028,0.023128,-0.071408,0.128784,0.008570,0.237450,0.000376,0.000393,0.000854,0.000956,False,False,True,False
12,20,0.204173,0.247145,-0.115208,-0.248104,0.037510,0.025797,-0.093890,0.147671,-0.058167,0.202314,0.037945,0.038697,-0.089141,-0.089097,False,False,True,True
29,21,-0.247047,-0.045075,-0.092197,-0.201995,0.025203,-0.048591,-0.245937,0.145576,0.279173,-0.246046,0.093038,0.082268,0.221898,0.197072,False,False,True,False
4,4,0.246905,0.221143,0.055117,-0.025943,0.144605,0.078006,-0.012909,0.175793,-0.057532,0.063137,0.055338,0.050204,-0.150414,-0.143506,False,False,True,True
2,28,0.238337,0.246816,-0.062900,-0.179271,0.065122,0.094002,-0.005475,0.187828,-0.125331,0.316062,0.012683,0.012783,-0.063661,-0.064155,False,False,True,True
15,8,0.243556,0.246636,0.049711,-0.075133,0.178492,0.068367,-0.083163,0.210244,0.182639,-0.025312,0.096231,0.089103,-0.232310,-0.238101,False,False,True,True
31,17,-0.246407,0.063747,-0.230418,-0.384432,-0.043204,-0.068912,-0.177169,0.030988,0.002066,-0.132951,0.009473,0.009257,0.005755,0.005727,False,False,True,False
10,21,0.165456,0.246320,0.078985,-0.053565,0.204433,-0.082510,-0.248040,0.093876,0.196765,0.023831,0.069402,0.081091,-0.044835,-0.113763,False,False,True,True
29,20,-0.246236,-0.050023,-0.115585,-0.222004,-0.007105,-0.051304,-0.236056,0.118827,0.184657,-0.256808,0.083956,0.068350,0.134925,0.109619,False,False,True,False
3,6,0.212154,0.245840,-0.077213,-0.149990,-0.008036,0.044015,-0.042849,0.126212,-0.103000,0.236554,0.005124,0.005271,-0.011072,-0.011548,False,False,True,True
3,5,0.245330,0.242769,0.116319,0.023636,0.209438,0.018387,-0.070996,0.106919,-0.021598,0.166233,0.003494,0.003520,-0.008393,-0.008824,False,False,True,True
16,14,0.225554,0.245193,0.222651,0.081587,0.354870,-0.185918,-0.339518,-0.021326,0.272556,-0.111050,0.074201,0.067483,-0.163985,-0.151158,False,False,True,True
2,0,0.218708,0.245021,-0.194393,-0.319076,-0.070966,-0.009551,-0.170840,0.142497,-0.080290,0.215769,0.007925,0.007828,-0.045834,-0.042109,False,False,True,True
31,1,0.244930,0.193420,-0.058069,-0.163277,0.048065,0.193060,0.066361,0.321028,-0.227348,0.206735,0.052991,0.060308,-0.085489,-0.097352,False,False,True,True
22,4,0.160537,0.244888,0.099515,-0.054315,0.245160,-0.181180,-0.280458,-0.068835,-0.067847,0.239971,0.037598,0.033617,-0.039857,-0.046840,False,False,True,True
10,27,0.182170,0.244699,-0.374349,-0.451531,-0.292084,0.028782,-0.090721,0.140079,0.023070,0.118366,0.117434,0.120299,-0.358423,-0.407445,False,False,True,True
30,19,0.113197,0.244524,-0.172815,-0.322044,0.001752,0.006965,-0.123810,0.144907,0.005663,0.149465,0.038739,0.034238,-0.042083,-0.032052,False,False,True,True
16,30,0.205644,0.244514,-0.080840,-0.233642,0.088028,-0.059150,-0.204300,0.094532,0.082797,0.069541,0.043641,0.041280,-0.126881,-0.128211,False,False,True,True
24,0,-0.194513,0.244399,-0.150531,-0.325472,0.019167,-0.213318,-0.292555,-0.122430,0.265987,-0.094951,0.022211,0.023350,-0.002220,0.005303,False,False,True,True
27,17,-0.244215,0.135785,0.034422,-0.125254,0.169323,-0.145821,-0.267117,-0.011139,0.081603,0.229924,0.006994,0.007709,0.016547,0.017149,False,False,True,True
0,23,0.200491,0.244057,-0.030091,-0.093414,0.030078,0.002281,-0.069325,0.075912,0.051036,0.058750,0.093490,0.091843,-0.146527,-0.173009,False,False,True,True
16,12,0.231350,0.244022,0.054574,-0.084055,0.195950,-0.046425,-0.178909,0.085945,0.132874,-0.003140,0.082436,0.082159,-0.306765,-0.299102,False,False,True,True
6,5,0.243693,0.184552,0.135609,0.037544,0.243927,-0.035931,-0.162276,0.094834,-0.256129,-0.038933,0.040939,0.038389,-0.166158,-0.174187,False,False,True,True
6,27,0.243635,0.154426,0.185799,0.095749,0.286038,-0.006864,-0.095971,0.088972,0.034576,-0.228141,0.031526,0.031735,-0.045072,-0.046755,False,False,True,True
14,27,0.184107,0.243526,-0.195321,-0.350324,-0.030937,-0.038404,-0.160417,0.086947,0.061173,0.084552,0.048416,0.045615,-0.129823,-0.118523,False,False,True,True
12,30,0.234810,0.243448,0.090615,-0.022738,0.209015,-0.038019,-0.163595,0.082734,0.098723,0.036266,0.047699,0.051013,-0.160190,-0.162874,False,False,True,True
6,13,0.242898,0.218044,0.036252,-0.087306,0.172642,0.067021,-0.061164,0.199596,-0.120902,0.029141,0.028968,0.027404,-0.300194,-0.302690,False,False,True,True
5,16,0.237603,0.242775,-0.019644,-0.135308,0.101936,0.087431,-0.062657,0.240277,0.016232,0.103934,0.043519,0.045208,-0.117222,-0.132656,False,False,True,True
23,29,0.212503,0.242034,-0.156568,-0.284844,-0.018144,0.230359,0.111039,0.344882,-0.019956,0.248880,0.009831,0.010229,-0.012129,-0.011070,False,False,True,True
5,8,-0.241924,-0.160918,-0.139459,-0.290764,-0.010013,0.057859,-0.054952,0.156051,0.177485,0.097026,0.008573,0.008261,0.042567,0.045540,False,False,True,True
8,16,0.240185,0.241750,-0.013155,-0.126867,0.099863,0.141734,0.030097,0.256080,-0.103324,0.196276,0.029041,0.028360,-0.050703,-0.050715,False,False,True,True
1,22,-0.241544,-0.118923,-0.090442,-0.162187,-0.005075,0.001181,-0.110917,0.102107,0.152256,-0.228655,0.010282,0.010721,0.037655,0.040771,False,False,True,False
8,31,-0.241362,-0.150321,-0.049643,-0.128851,0.034985,-0.056403,-0.161997,0.055534,0.035784,0.006476,0.096619,0.114516,0.284949,0.243063,False,False,True,True
10,0,0.231410,0.241077,-0.042873,-0.147865,0.057151,0.100188,-0.012026,0.225572,0.005312,0.137326,0.039414,0.033954,-0.094364,-0.087400,False,False,True,True
19,4,-0.240544,0.011342,-0.204580,-0.358833,-0.035380,0.057799,-0.082309,0.192751,-0.044572,0.228772,0.039988,0.037264,0.058497,0.068376,False,False,True,False
0,20,0.235757,0.240509,-0.029192,-0.122372,0.057416,-0.093569,-0.205122,0.032495,0.106760,0.004171,0.035654,0.033387,-0.642134,-0.662541,False,False,True,True
17,5,0.240266,0.225336,0.108767,-0.008858,0.229065,0.093419,-0.009480,0.188886,0.016336,0.161137,0.079235,0.091523,-0.086610,-0.092943,False,False,True,True
24,4,-0.238209,0.240020,-0.058828,-0.229992,0.125256,-0.126032,-0.225388,-0.020631,0.194655,0.099562,0.057051,0.060973,0.055159,0.072173,False,False,True,True
31,0,0.239947,0.177027,0.040920,-0.092568,0.173420,0.080399,-0.048050,0.218083,-0.123845,0.092475,0.062004,0.068040,-0.121457,-0.125574,False,False,True,True
10,5,-0.239859,-0.131274,-0.180064,-0.289851,-0.058468,0.101296,-0.019454,0.215871,-0.234025,0.324921,0.032902,0.032918,0.132986,0.131208,False,False,True,True
2,27,0.239403,0.224436,-0.221796,-0.351425,-0.092772,0.231647,0.029877,0.391025,-0.245446,0.254800,0.006691,0.006890,-0.047909,-0.046353,False,False,True,True
24,2,-0.220082,0.239187,-0.253201,-0.390362,-0.124498,0.116983,-0.014963,0.248549,0.075350,0.239688,0.018115,0.018308,0.019597,0.024035,False,False,True,True
5,13,0.232945,0.239076,0.061034,-0.050488,0.173433,-0.101231,-0.240676,0.037296,0.005541,0.097145,0.026097,0.025772,-0.173998,-0.159905,False,False,True,True
6,7,0.236720,0.238862,0.057911,-0.062091,0.186522,-0.024195,-0.159757,0.098073,0.143506,-0.041438,0.082355,0.081908,-0.349544,-0.388878,False,False,True,True
20,19,-0.238613,-0.149387,-0.135051,-0.251641,-0.026067,0.039633,-0.101162,0.169421,-0.187338,0.217454,0.011205,0.010854,0.027888,0.028131,False,False,True,True
19,16,-0.238568,0.137132,-0.116154,-0.248380,0.040109,-0.118362,-0.253723,0.012421,-0.013818,-0.094858,0.018250,0.020125,0.016199,0.014605,False,False,True,True
3,9,0.238423,0.141064,0.001790,-0.125095,0.149126,0.008783,-0.082649,0.093788,-0.100531,-0.193470,0.026273,0.026761,-0.245193,-0.241493,False,False,True,True
31,23,0.165521,0.238124,-0.294284,-0.395679,-0.180730,0.158795,0.055974,0.261526,-0.105458,0.240497,0.005930,0.006807,-0.007484,-0.009227,False,False,True,True
22,6,-0.237959,-0.092166,-0.014082,-0.169508,0.170301,-0.128707,-0.261805,0.012815,-0.145410,0.140707,0.174631,0.181562,0.233678,0.276950,False,False,True,False
10,8,0.155815,0.237745,-0.197610,-0.346518,-0.055496,-0.134870,-0.275663,0.001468,-0.000776,0.142739,0.081449,0.076790,-0.189000,-0.176640,False,False,True,True
13,22,0.227966,0.237735,-0.011802,-0.129495,0.105710,-0.003325,-0.167376,0.165995,0.061322,0.060919,0.089265,0.087080,-0.323057,-0.290742,False,False,True,True
18,5,-0.237607,-0.084890,-0.069415,-0.246711,0.100418,-0.390602,-0.500483,-0.270361,0.099600,-0.479946,0.011975,0.015213,0.000112,-0.001312,False,False,True,False
5,22,0.193652,-0.237398,0.046449,-0.117488,0.213479,-0.048447,-0.174377,0.076290,-0.025545,-0.134125,0.023662,0.027676,-0.040084,-0.035137,False,False,True,True
19,31,-0.237381,0.189336,-0.178645,-0.338269,0.003500,-0.001070,-0.107615,0.115577,-0.031023,0.108845,0.010572,0.010950,0.011735,0.014858,False,False,True,True
30,7,-0.217279,0.237351,0.114459,-0.140755,0.329051,-0.228144,-0.363931,-0.089759,0.206721,0.012682,0.013376,0.016372,0.009741,0.016406,False,False,True,True
18,13,-0.237037,0.007946,-0.253446,-0.334284,-0.157827,0.120143,-0.030003,0.237701,-0.164051,-0.004354,0.007633,0.006418,0.010055,0.010139,False,False,True,False
31,4,-0.236970,0.163735,0.106261,-0.017688,0.217280,-0.166606,-0.239445,-0.088025,-0.010912,0.079106,0.014102,0.017064,0.033538,0.033290,False,False,True,True
1,15,0.236933,0.180273,-0.079466,-0.198261,0.071900,0.076751,-0.164920,0.273954,-0.107619,-0.001946,0.044461,0.043370,-0.299504,-0.303120,False,False,True,True
1,12,-0.231475,0.236560,0.077818,-0.043896,0.194111,-0.085809,-0.194884,0.029818,0.163831,0.073744,0.045593,0.044031,0.152684,0.155875,False,False,True,True
3,2,0.224160,0.236458,-0.041338,-0.123837,0.043372,0.046398,-0.058086,0.147560,-0.088631,0.140135,0.030360,0.030813,-0.076597,-0.077706,False,False,True,True
4,7,0.236416,0.211430,-0.002356,-0.096354,0.095014,0.038429,-0.050869,0.123378,0.000170,-0.126858,0.049272,0.048668,-0.194740,-0.191770,False,False,True,True
25,7,-0.236245,-0.147765,0.002994,-0.134515,0.129128,-0.502637,-0.558807,-0.443020,0.330359,-0.635146,0.052449,0.064735,0.026463,-0.045944,False,False,True,False
21,16,0.076954,0.235924,-0.180218,-0.331298,-0.003019,0.093611,-0.039554,0.217832,-0.042281,0.260383,0.007047,0.007869,-0.002555,-0.004551,False,False,False,True
3,1,-0.235585,-0.053481,0.044324,-0.091006,0.182092,0.021965,-0.110328,0.152423,0.240314,0.054217,0.028206,0.028007,0.317285,0.325454,False,False,True,False
5,12,0.235552,0.014101,0.062428,-0.058671,0.195666,-0.062659,-0.187634,0.064009,-0.039707,-0.346245,0.048975,0.049038,-0.298061,-0.293335,False,False,True,False
9,26,0.235190,0.229998,0.054212,-0.079906,0.206289,0.013228,-0.135135,0.163537,0.186419,-0.133078,0.071584,0.069669,-0.192954,-0.182087,False,False,True,True
5,25,0.235038,0.178406,0.055701,-0.068239,0.208412,-0.052153,-0.163531,0.073884,-0.089750,-0.109447,0.032330,0.030649,-0.161305,-0.164597,False,False,True,True
5,6,0.194426,-0.234873,-0.142825,-0.293965,0.006655,-0.039945,-0.145823,0.061855,-0.099180,-0.208601,0.050089,0.047697,-0.125329,-0.140888,False,False,True,True
4,15,0.234712,0.159914,-0.032976,-0.102327,0.034918,0.038870,-0.035029,0.112118,-0.023521,-0.247156,0.094242,0.103318,-0.450480,-0.424977,False,False,True,True
7,30,0.026471,0.234645,-0.088755,-0.276121,0.096425,-0.185656,-0.346935,-0.013501,0.082906,-0.024234,0.064222,0.061494,-0.040029,-0.047377,False,False,False,True
4,29,-0.234483,-0.185743,0.024431,-0.109889,0.169244,0.000676,-0.140894,0.127885,-0.008653,-0.070200,0.016987,0.017076,0.107483,0.107318,False,False,True,True
1,2,-0.234379,-0.138940,-0.033904,-0.164575,0.104728,0.118474,-0.040724,0.254985,0.024705,0.211515,0.032226,0.032566,0.367941,0.365128,False,False,True,True
7,9,0.234220,0.232270,0.019421,-0.070947,0.112656,0.016224,-0.084712,0.109141,-0.048486,0.137613,0.104295,0.112158,-0.369796,-0.358246,False,False,True,True
11,6,-0.234084,-0.217606,-0.069441,-0.147563,0.020249,-0.079787,-0.199033,0.036541,-0.158976,-0.013203,0.125528,0.118393,0.163048,0.156784,False,False,True,True
26,28,-0.233804,0.068773,-0.294827,-0.409128,-0.184717,-0.001309,-0.127500,0.113188,0.113140,-0.127850,0.034580,0.039172,0.027769,0.017053,False,False,True,False
4,2,0.233747,0.215624,-0.014249,-0.098236,0.075108,0.019681,-0.062889,0.099520,0.053445,-0.105258,0.048262,0.048616,-0.216972,-0.196958,False,False,True,True
8,20,0.233517,0.215119,-0.017167,-0.121084,0.083627,-0.046238,-0.172379,0.078988,-0.107040,-0.006153,0.037937,0.038918,-0.309150,-0.308114,False,False,True,True
15,27,0.175177,0.233418,-0.135004,-0.284562,0.011682,-0.173327,-0.302421,-0.039371,0.165767,-0.048725,0.108788,0.109710,-0.323158,-0.292816,False,False,True,True
5,17,-0.233113,0.118490,-0.091469,-0.221709,0.048856,-0.104274,-0.258615,0.043093,0.048828,-0.073230,0.060013,0.060523,0.069477,0.043488,False,False,True,True
17,14,-0.233106,-0.037348,-0.337469,-0.482236,-0.172199,-0.104526,-0.213114,0.006141,-0.173552,-0.139824,0.084549,0.077692,0.009545,0.004497,False,False,True,False
17,19,-0.232955,0.119513,-0.149537,-0.268142,-0.023469,0.011013,-0.081163,0.099632,-0.053018,0.214106,0.053893,0.054089,0.072887,0.083610,False,False,True,False
2,3,-0.232914,0.188499,-0.180919,-0.330150,-0.024485,-0.030070,-0.125453,0.058547,0.173556,-0.142901,0.020777,0.021201,0.017475,0.020199,False,False,True,True
21,7,0.173434,0.232859,-0.251731,-0.389094,-0.109695,0.081942,-0.018025,0.190927,-0.006643,0.190634,0.007260,0.007491,-0.012801,-0.013558,False,False,True,True
1,8,0.232521,0.129232,0.056025,-0.104774,0.201765,-0.308554,-0.450369,-0.141778,0.072858,-0.400069,0.028898,0.024772,-0.490999,-0.489469,False,False,True,True
21,20,-0.232410,-0.093959,0.018228,-0.168588,0.202584,-0.067767,-0.209513,0.074064,-0.108396,0.257854,0.036335,0.036948,0.091857,0.095584,False,False,True,False
4,21,-0.232307,0.108572,0.087185,-0.013653,0.186722,0.087057,-0.036274,0.203787,0.025141,0.067931,0.056327,0.055118,0.749687,0.743869,False,False,True,False
15,24,0.161598,0.232242,-0.118996,-0.280640,0.039669,-0.238012,-0.355425,-0.112011,0.179069,-0.073834,0.054574,0.061444,-0.149402,-0.162638,False,False,True,True
15,29,0.232062,0.100383,0.171474,-0.011268,0.358382,0.023937,-0.124634,0.173677,0.015979,-0.141263,0.166165,0.170489,-0.199053,-0.130305,False,False,True,False
10,7,-0.231513,-0.174750,0.054477,-0.096280,0.210434,-0.052238,-0.186054,0.086131,-0.125827,0.198999,0.055042,0.054106,0.211067,0.201334,False,False,True,True
5,18,-0.231442,-0.201590,-0.035807,-0.159130,0.097362,0.045182,-0.075791,0.165086,-0.059162,-0.009264,0.067899,0.061469,0.279078,0.253607,False,False,True,True
8,30,-0.049616,0.231084,-0.206972,-0.295113,-0.118167,-0.088768,-0.190830,0.010335,-0.112284,0.212884,0.090827,0.093117,-0.025810,-0.041321,False,False,False,True
28,30,0.230974,0.138756,-0.071525,-0.178527,0.052071,0.218358,0.089310,0.344435,-0.119765,0.082325,0.128147,0.127712,-0.144451,-0.147381,False,False,True,True
19,28,-0.230957,0.169612,0.072016,-0.088294,0.211942,-0.267332,-0.382141,-0.146717,0.139777,-0.055658,0.009408,0.010290,0.006228,0.008455,False,False,True,True
4,9,0.166962,0.230412,-0.299143,-0.394602,-0.202174,-0.070653,-0.167614,0.031277,0.017269,0.014734,0.031805,0.033628,-0.089863,-0.091655,False,False,True,True
13,7,0.230291,0.181470,-0.020893,-0.164215,0.118278,-0.073281,-0.256473,0.121743,-0.124395,-0.046168,0.090323,0.093274,-0.662051,-0.637993,False,False,True,True
31,18,0.181233,0.230205,0.061731,-0.091443,0.216535,-0.131121,-0.268320,0.006831,0.007807,0.167964,0.004537,0.004569,-0.007799,-0.006501,False,False,True,True
27,1,-0.063412,0.229920,-0.439722,-0.528731,-0.351179,0.128305,-0.004342,0.258877,-0.109311,0.196370,0.036645,0.033051,-0.009617,-0.015075,False,False,False,True
5,23,0.229474,0.101325,0.139174,-0.013004,0.306410,0.052309,-0.104940,0.215907,-0.021562,-0.044255,0.017461,0.017725,-0.015557,-0.017268,False,False,True,False
15,10,0.229450,0.211667,0.188297,0.015941,0.354533,-0.160880,-0.290913,-0.033212,0.162593,-0.163521,0.050659,0.059697,-0.218010,-0.207582,False,False,True,True
12,15,0.140151,0.229109,-0.207363,-0.325214,-0.082735,-0.320552,-0.424462,-0.208224,-0.016570,0.063789,0.097860,0.104980,-0.294974,-0.287592,True,False,True,True
4,19,-0.228962,-0.198738,-0.216938,-0.325267,-0.107993,0.068893,-0.040500,0.171176,0.066061,0.046297,0.038168,0.039432,0.046181,0.056512,False,False,True,True
7,17,0.222385,0.228755,-0.111080,-0.234158,0.038244,0.089411,-0.072186,0.234391,-0.045322,0.066927,0.074932,0.074701,-0.188590,-0.217704,False,False,True,True
6,24,-0.228664,-0.115581,0.068523,-0.028217,0.156117,-0.102916,-0.204341,0.002927,-0.048079,0.116977,0.034123,0.034197,0.079074,0.084156,False,False,True,True
6,23,0.228570,0.219041,-0.034284,-0.145139,0.080992,-0.072369,-0.206989,0.071340,-0.061507,-0.077009,0.033824,0.032204,-0.215031,-0.214648,False,False,True,True
14,23,0.228236,0.188426,0.315421,0.156623,0.426813,-0.359062,-0.471006,-0.228806,0.225637,-0.316903,0.122922,0.120271,-0.642462,-0.577176,False,False,True,True
5,10,-0.228054,-0.103836,-0.062717,-0.223899,0.073028,0.096726,-0.029724,0.210544,0.139031,0.095150,0.000745,0.000772,0.002990,0.003486,False,False,True,False
5,15,0.228023,0.120496,-0.028431,-0.141631,0.080385,-0.236796,-0.332597,-0.134888,-0.031923,-0.356909,0.047718,0.048755,-0.622160,-0.609267,False,False,True,True
3,0,-0.228021,-0.209014,-0.052134,-0.142758,0.033832,-0.088089,-0.183533,0.008471,-0.011843,-0.125657,0.064569,0.063809,0.079155,0.075681,False,False,True,True
3,31,0.227970,0.208431,-0.006750,-0.106102,0.082532,0.030552,-0.062751,0.120801,0.067727,-0.178830,0.032804,0.031004,-0.088814,-0.079915,False,False,True,True
6,12,0.225484,0.227659,-0.174700,-0.290785,-0.062542,0.043137,-0.090194,0.177110,-0.104450,0.112649,0.032425,0.033279,-0.187082,-0.182534,False,False,True,True
10,16,0.227339,0.205948,0.046139,-0.062044,0.146219,0.029193,-0.077425,0.133580,-0.069132,0.140696,0.038844,0.040143,-0.072363,-0.072633,False,False,True,True
25,30,0.078339,0.227194,-0.097713,-0.261210,0.072998,0.033312,-0.098593,0.152814,0.001704,0.180632,0.004501,0.004649,-0.002292,-0.002070,False,False,False,True
5,31,0.227046,0.199417,0.007800,-0.117096,0.123042,-0.220902,-0.324545,-0.105000,0.033800,-0.241819,0.053231,0.054781,-0.539892,-0.535165,False,False,True,True
23,8,0.002196,0.226953,-0.379855,-0.502601,-0.235744,-0.088245,-0.194548,0.008590,0.081101,0.028227,0.046920,0.045612,-0.050516,-0.036631,False,False,False,True
8,21,0.226680,0.199782,-0.041232,-0.140071,0.050236,0.020493,-0.104749,0.146521,-0.160584,0.039196,0.025857,0.024685,-0.086436,-0.083698,False,False,True,True
7,22,-0.226534,-0.168324,0.138861,0.044413,0.231152,-0.077468,-0.187115,0.028710,-0.040348,0.143177,0.049412,0.053767,0.193996,0.206158,False,False,True,True
7,23,0.226347,0.173244,-0.184845,-0.288910,-0.079217,0.149828,0.043548,0.254788,-0.264772,0.117180,0.038885,0.040690,-0.124319,-0.127123,False,False,True,True
2,13,0.226169,0.176950,-0.190718,-0.300208,-0.077293,0.032866,-0.058660,0.119902,-0.125305,-0.203752,0.013413,0.012242,-0.089535,-0.091427,False,False,True,True
10,4,0.131302,0.226108,-0.184388,-0.325060,-0.034764,-0.006262,-0.171610,0.163273,-0.005947,0.058904,0.058843,0.056809,-0.074551,-0.070889,False,False,True,True
27,16,0.197718,0.225735,-0.063440,-0.178267,0.042722,-0.040162,-0.158782,0.075647,0.258011,-0.177781,0.125575,0.131435,-0.309610,-0.260087,False,False,True,True
10,24,0.098050,0.225691,-0.356272,-0.463171,-0.252432,-0.113490,-0.230150,0.000079,-0.063729,0.129816,0.077544,0.081119,-0.135938,-0.140582,False,False,True,True
25,27,0.052820,0.225521,-0.101434,-0.229955,0.024717,-0.044178,-0.165335,0.083421,-0.020560,0.157065,0.010651,0.011563,-0.005841,-0.006072,False,False,False,True
7,18,0.203540,0.225458,-0.123954,-0.266323,0.031915,0.049091,-0.108444,0.186718,-0.110276,0.116900,0.057423,0.067612,-0.116775,-0.139100,False,False,True,True
5,0,0.225118,0.039288,-0.262478,-0.390670,-0.118772,-0.036482,-0.222471,0.136431,-0.126662,-0.336804,0.048084,0.043560,-0.504848,-0.501518,False,False,True,False
