layer,head,alloc_imp,alloc_imp_lo,alloc_imp_hi,track_imp_r,track_imp_lo,track_imp_hi,track_imp_nullp,surv_imp,alloc_blk,alloc_blk_lo,alloc_blk_hi,track_blk_r,track_blk_lo,track_blk_hi,track_blk_nullp,surv_blk
1,19,0.000504,-0.000086,0.001132,0.283425,0.189721,0.374198,0.000000,True,0.003017,0.002074,0.004035,0.247744,0.150887,0.342599,0.000000,True
6,8,0.000521,0.000285,0.000763,0.283182,0.208424,0.358064,0.000000,True,-0.000151,-0.000362,0.000069,0.278337,0.187137,0.369102,0.000000,True
0,3,-0.000362,-0.000376,-0.000348,0.283094,0.178926,0.386780,0.000000,True,-0.000363,-0.000377,-0.000349,-0.199741,-0.261756,-0.141751,0.000000,True
6,18,0.000010,-0.000315,0.000337,0.256421,0.178814,0.342072,0.000000,True,-0.002387,-0.003126,-0.001678,0.282910,0.183589,0.381003,0.000000,True
30,6,0.000861,-0.000844,0.002445,0.246139,0.164118,0.328738,0.000000,True,0.001014,-0.003462,0.005234,0.282549,0.199184,0.366394,0.000000,True
18,1,0.000681,0.000197,0.001156,0.150803,0.092077,0.209446,0.000000,True,0.000097,-0.000764,0.000931,-0.282541,-0.384971,-0.174975,0.000000,True
11,9,-0.017988,-0.021962,-0.013986,0.282016,0.189874,0.372137,0.000000,True,-0.039001,-0.043971,-0.033912,0.191218,0.105923,0.277937,0.000000,True
1,5,-0.000034,-0.000054,-0.000014,0.281846,0.211415,0.359868,0.000000,True,-0.000037,-0.000058,-0.000015,0.236109,0.149551,0.321292,0.000000,True
25,11,0.000215,0.000022,0.000411,0.281806,0.208929,0.359885,0.000000,True,-0.000655,-0.001095,-0.000213,0.238037,0.164221,0.313077,0.000000,True
19,5,-0.001682,-0.002100,-0.001266,0.281749,0.200594,0.369552,0.000000,True,-0.002082,-0.002738,-0.001398,0.200958,0.120735,0.276593,0.000000,True
0,27,0.000350,0.000327,0.000373,0.281670,0.175449,0.385175,0.000000,True,0.000349,0.000323,0.000375,0.070946,-0.024631,0.156787,0.029000,False
0,4,0.000876,0.000851,0.000902,0.281394,0.186729,0.373524,0.000000,True,0.000832,0.000804,0.000859,0.220535,0.121691,0.313953,0.000000,True
0,26,0.000446,0.000404,0.000493,0.281105,0.175266,0.384373,0.000000,True,0.000422,0.000380,0.000467,0.143330,0.047760,0.230670,0.000000,True
8,26,0.008353,0.006532,0.010188,-0.122236,-0.194382,-0.044056,0.004000,False,0.003768,0.001663,0.005918,-0.280985,-0.373478,-0.183343,0.000000,True
17,10,-0.003913,-0.005959,-0.002161,-0.028636,-0.114658,0.058876,0.393000,False,-0.009233,-0.012144,-0.006390,-0.280777,-0.370537,-0.188437,0.000000,True
2,7,-0.001239,-0.001405,-0.001071,0.280604,0.197054,0.363897,0.000000,True,-0.000916,-0.001099,-0.000727,0.235880,0.137749,0.332352,0.000000,True
5,19,0.001117,0.000773,0.001481,0.232188,0.126120,0.333721,0.000000,True,0.001236,0.000823,0.001693,0.279953,0.177952,0.378946,0.000000,True
8,22,0.000597,0.000318,0.000898,0.279950,0.203978,0.364815,0.000000,True,0.000396,-0.000140,0.000958,0.256325,0.168289,0.344268,0.000000,True
21,30,0.012928,0.009803,0.016113,-0.136478,-0.210665,-0.065678,0.005000,False,0.012259,0.008823,0.015877,-0.278988,-0.372933,-0.178422,0.000000,True
25,25,-0.000246,-0.000452,-0.000067,0.109536,0.043136,0.183223,0.007000,False,-0.001528,-0.002006,-0.001106,-0.278197,-0.389023,-0.167253,0.000000,True
7,0,0.002701,0.002006,0.003392,0.277712,0.183571,0.368046,0.000000,True,0.002032,0.001206,0.002864,0.263094,0.168458,0.356486,0.000000,True
23,6,-0.002725,-0.003806,-0.001669,-0.021289,-0.113980,0.072334,0.585000,False,-0.002385,-0.004989,0.000190,-0.277525,-0.372834,-0.182163,0.000000,True
10,12,-0.000740,-0.001509,0.000010,-0.126262,-0.214572,-0.041212,0.000000,True,0.001155,0.000350,0.001956,-0.277352,-0.368217,-0.180168,0.000000,True
9,5,0.001299,0.000879,0.001741,0.071835,-0.003579,0.144993,0.027000,False,-0.000132,-0.000644,0.000387,-0.277287,-0.375630,-0.175403,0.000000,True
26,9,-0.000031,-0.000634,0.000523,0.276655,0.194469,0.355489,0.000000,True,0.002921,0.002296,0.003596,0.038903,-0.020820,0.093025,0.292000,False
4,13,-0.000751,-0.001541,0.000135,0.276464,0.194665,0.358713,0.000000,True,-0.000832,-0.001655,0.000011,0.257448,0.165493,0.348171,0.000000,True
4,30,0.001958,0.001636,0.002288,0.196914,0.109840,0.275845,0.000000,True,0.001806,0.001244,0.002401,0.276313,0.178625,0.371936,0.000000,True
5,14,-0.001572,-0.002202,-0.000949,0.276240,0.200358,0.353988,0.000000,True,-0.002443,-0.003279,-0.001575,0.234735,0.140692,0.326991,0.000000,True
29,29,0.000459,0.000275,0.000639,0.151090,0.067955,0.230756,0.000000,True,-0.004805,-0.006248,-0.003433,0.275945,0.213062,0.339604,0.000000,True
0,12,0.010967,0.010633,0.011292,0.275877,0.190489,0.361123,0.000000,True,0.010647,0.010338,0.010951,0.141961,0.049370,0.229285,0.000000,True
9,3,0.014492,0.009167,0.020222,-0.148375,-0.247830,-0.042688,0.000000,True,0.012401,0.008050,0.017099,-0.275586,-0.371152,-0.178720,0.000000,True
1,21,-0.000952,-0.001205,-0.000711,0.275527,0.202503,0.352917,0.000000,True,-0.001089,-0.001355,-0.000833,0.241325,0.146470,0.335900,0.000000,True
19,1,-0.034815,-0.041119,-0.028603,-0.100861,-0.192256,-0.008890,0.055000,False,-0.037834,-0.044386,-0.031559,-0.275427,-0.376263,-0.172246,0.000000,True
0,24,0.001086,0.001004,0.001171,0.275096,0.167652,0.378848,0.000000,True,0.001050,0.000969,0.001132,0.148628,0.053301,0.236467,0.000000,True
11,2,0.016283,0.009457,0.023577,-0.151028,-0.225076,-0.083080,0.000000,True,0.013506,0.007444,0.019865,-0.275062,-0.374001,-0.172727,0.000000,True
11,31,0.001637,0.000891,0.002462,0.274960,0.185709,0.362933,0.000000,True,0.001533,0.000496,0.002658,0.248361,0.171969,0.331067,0.000000,True
14,8,-0.002283,-0.003212,-0.001359,0.209539,0.134166,0.289280,0.000000,True,-0.000036,-0.002120,0.002051,0.274916,0.174197,0.371256,0.000000,True
5,7,0.007871,0.006104,0.009913,-0.206167,-0.291543,-0.125954,0.000000,True,0.005759,0.003946,0.007669,-0.274856,-0.367754,-0.182977,0.000000,True
29,15,-0.002117,-0.002301,-0.001942,0.227904,0.156769,0.297277,0.000000,True,-0.006298,-0.007063,-0.005555,-0.274833,-0.385106,-0.162888,0.000000,True
9,15,-0.007790,-0.009511,-0.006183,0.102102,0.000271,0.204299,0.005000,False,-0.009544,-0.011757,-0.007257,-0.274546,-0.378061,-0.175891,0.000000,True
13,28,-0.000571,-0.001325,0.000158,0.274439,0.185923,0.365199,0.000000,True,-0.000042,-0.000908,0.000830,0.148305,0.074953,0.223445,0.000000,True
3,14,0.000301,0.000149,0.000456,0.159582,0.076299,0.243835,0.000000,True,-0.000276,-0.000403,-0.000157,-0.274378,-0.348212,-0.202831,0.000000,True
9,11,0.000014,-0.000154,0.000158,0.274357,0.194906,0.351546,0.000000,True,0.000109,-0.000148,0.000362,0.261295,0.166031,0.353852,0.000000,True
12,18,0.001236,0.000812,0.001656,0.257826,0.165572,0.349944,0.000000,True,0.001369,0.000519,0.002287,0.274239,0.178637,0.369330,0.000000,True
11,4,0.001403,-0.000544,0.003887,0.253136,0.160838,0.342239,0.000000,True,-0.007914,-0.012046,-0.003932,0.274228,0.163126,0.381200,0.000000,True
2,18,-0.000846,-0.001073,-0.000637,0.274037,0.193626,0.352112,0.000000,True,-0.001084,-0.001300,-0.000880,0.206669,0.110237,0.299729,0.000000,True
8,5,0.000880,0.000399,0.001361,0.262687,0.174377,0.354337,0.000000,True,-0.000142,-0.000785,0.000524,0.273989,0.176155,0.370612,0.000000,True
25,8,0.000710,0.000507,0.000909,0.111867,0.047147,0.181307,0.002000,False,0.001254,0.000657,0.001797,-0.273706,-0.373884,-0.167721,0.000000,True
3,20,-0.000703,-0.000883,-0.000530,0.058679,-0.036747,0.163601,0.160000,False,-0.000722,-0.000887,-0.000567,-0.273593,-0.346923,-0.200680,0.000000,True
29,4,-0.000487,-0.000805,-0.000225,0.273310,0.201011,0.361405,0.000000,True,-0.001536,-0.001909,-0.001189,-0.234253,-0.342190,-0.122192,0.000000,True
3,23,0.000415,0.000259,0.000565,0.273063,0.173184,0.369679,0.000000,True,-0.000004,-0.000244,0.000235,0.116912,0.032551,0.196935,0.000000,True
12,8,0.015532,0.011913,0.019290,0.272694,0.166313,0.377255,0.000000,True,0.014862,0.010759,0.019210,0.218278,0.122575,0.312086,0.000000,True
3,21,0.002164,0.001150,0.003240,0.272576,0.166742,0.371824,0.000000,True,0.001373,0.000363,0.002423,0.174784,0.093900,0.256843,0.000000,True
25,28,-0.000140,-0.000302,0.000011,0.272290,0.207385,0.341830,0.000000,True,-0.000652,-0.000917,-0.000391,0.257386,0.187857,0.329851,0.000000,True
14,10,0.002264,0.000540,0.003881,0.240826,0.155976,0.326521,0.000000,True,0.001675,-0.000865,0.004127,0.272213,0.173496,0.366585,0.000000,True
11,10,-0.000075,-0.001455,0.001376,0.272013,0.187730,0.353830,0.000000,True,-0.004367,-0.006171,-0.002597,0.224833,0.126183,0.320658,0.000000,True
4,11,0.000778,0.000609,0.000942,0.271847,0.174091,0.365152,0.000000,True,0.000456,0.000261,0.000651,0.261944,0.167485,0.354288,0.000000,True
9,2,0.028486,0.022061,0.035232,-0.103020,-0.181230,-0.030864,0.022000,False,0.026992,0.020653,0.033932,-0.271780,-0.343297,-0.205003,0.000000,True
2,15,0.000107,-0.000108,0.000315,-0.205936,-0.264298,-0.153094,0.000000,True,0.000810,0.000215,0.001443,0.271558,0.177284,0.360278,0.000000,True
6,11,0.004335,0.003424,0.005280,0.232290,0.137201,0.327760,0.000000,True,0.003322,0.002412,0.004281,0.271342,0.177766,0.364848,0.000000,True
4,14,0.000012,-0.000192,0.000199,0.271334,0.203738,0.347999,0.000000,True,0.000004,-0.000209,0.000202,0.243581,0.156668,0.330466,0.000000,True
9,10,-0.000133,-0.000612,0.000340,0.271316,0.189489,0.352724,0.000000,True,-0.000789,-0.001416,-0.000127,0.255878,0.159610,0.353162,0.000000,True
21,18,0.000534,0.000221,0.000865,0.270883,0.178726,0.365276,0.000000,True,0.000531,-0.000065,0.001124,0.078407,-0.016215,0.173721,0.023000,False
1,4,0.000381,0.000223,0.000563,0.253462,0.179021,0.332668,0.000000,True,0.000465,0.000293,0.000664,0.270353,0.190250,0.353049,0.000000,True
16,31,-0.000312,-0.000828,0.000258,0.268643,0.183119,0.351426,0.000000,True,-0.001637,-0.002542,-0.000710,0.269828,0.188080,0.350158,0.000000,True
11,19,0.000419,-0.000590,0.001374,0.264850,0.166239,0.359919,0.000000,True,-0.000197,-0.001713,0.001214,0.269439,0.172366,0.365749,0.000000,True
0,18,-0.000002,-0.000004,0.000000,0.234168,0.132224,0.333724,0.000000,True,0.000000,-0.000002,0.000003,-0.269391,-0.347792,-0.194772,0.000000,True
2,2,0.000254,0.000088,0.000437,0.269336,0.172354,0.365661,0.000000,True,0.000549,0.000341,0.000773,0.226353,0.132498,0.314997,0.000000,True
7,4,0.000478,-0.000831,0.001795,0.267974,0.173786,0.361239,0.000000,True,-0.001822,-0.002876,-0.000735,0.269227,0.182178,0.356751,0.000000,True
26,4,0.008095,0.006311,0.009975,-0.164695,-0.244695,-0.086979,0.000000,True,0.001584,-0.001640,0.004824,-0.268901,-0.363436,-0.166947,0.000000,True
11,7,0.004124,0.000495,0.008152,-0.267846,-0.353969,-0.178045,0.000000,True,-0.000397,-0.004715,0.004149,-0.268829,-0.343670,-0.191227,0.000000,True
31,7,-0.001887,-0.003657,-0.000214,0.197760,0.126153,0.273190,0.000000,True,0.004691,-0.000604,0.010126,0.268522,0.180364,0.352419,0.000000,True
10,6,0.000473,-0.000492,0.001479,-0.225288,-0.298714,-0.152642,0.000000,True,0.000205,-0.001733,0.002230,-0.268397,-0.362505,-0.168803,0.000000,True
11,13,0.014875,0.010729,0.019113,-0.146030,-0.239040,-0.049365,0.000000,True,0.017470,0.011715,0.023073,-0.268369,-0.334443,-0.196767,0.000000,True
14,9,0.001324,0.000492,0.002166,0.268323,0.189048,0.347751,0.000000,True,-0.000318,-0.002048,0.001552,0.242184,0.148970,0.333069,0.000000,True
8,13,0.006507,0.004715,0.008434,0.267087,0.169954,0.363900,0.000000,True,0.009615,0.007706,0.011518,0.268306,0.170774,0.365237,0.000000,True
28,2,-0.000563,-0.000730,-0.000395,0.259230,0.180472,0.348984,0.000000,True,-0.002126,-0.002894,-0.001405,-0.268268,-0.367037,-0.166796,0.000000,True
11,25,-0.003333,-0.006222,-0.000605,0.267972,0.166821,0.367103,0.000000,True,-0.012947,-0.016822,-0.008985,0.155615,0.061032,0.251425,0.000000,True
7,6,0.002659,0.001484,0.003789,-0.172141,-0.239674,-0.103347,0.000000,True,-0.003513,-0.004703,-0.002324,-0.267778,-0.352852,-0.182175,0.000000,True
8,4,0.000010,-0.000607,0.000637,0.267728,0.169842,0.362501,0.000000,True,-0.001352,-0.002485,-0.000184,0.241304,0.147622,0.333085,0.000000,True
9,8,-0.002668,-0.003725,-0.001610,0.267599,0.164232,0.367187,0.000000,True,-0.002074,-0.003711,-0.000426,0.254514,0.157516,0.350779,0.000000,True
28,22,-0.001210,-0.001435,-0.000983,0.267094,0.194443,0.347581,0.000000,True,-0.000833,-0.001012,-0.000665,0.224800,0.143231,0.305301,0.000000,True
4,0,0.002177,0.001982,0.002357,-0.259280,-0.350856,-0.160522,0.000000,True,0.001940,0.001616,0.002277,-0.266933,-0.359852,-0.172440,0.000000,True
4,27,0.000459,0.000266,0.000656,0.265341,0.170882,0.358374,0.000000,True,-0.000144,-0.000398,0.000114,0.266711,0.169716,0.361455,0.000000,True
9,9,-0.002198,-0.002695,-0.001737,0.249247,0.148504,0.350040,0.000000,True,-0.002889,-0.003568,-0.002175,0.266646,0.167740,0.366513,0.000000,True
28,6,-0.001263,-0.002307,-0.000541,0.129959,0.057624,0.235291,0.003000,False,-0.002086,-0.003030,-0.001331,-0.266343,-0.415146,-0.134788,0.000000,True
4,28,0.000547,0.000417,0.000690,0.252304,0.156376,0.345463,0.000000,True,-0.002813,-0.003329,-0.002321,0.266095,0.165673,0.363269,0.000000,True
19,12,-0.007443,-0.011047,-0.003844,0.001812,-0.074068,0.080247,0.978000,False,-0.004342,-0.009416,0.000618,-0.265947,-0.362010,-0.175991,0.000000,True
11,30,0.002605,-0.001039,0.005932,-0.106916,-0.177635,-0.048651,0.000000,True,0.001357,-0.002729,0.005194,-0.265715,-0.359589,-0.165245,0.000000,True
13,29,0.002648,0.000678,0.004711,0.265667,0.167359,0.362201,0.000000,True,0.000576,-0.001627,0.002774,0.222353,0.130310,0.316031,0.000000,True
21,24,0.002946,0.002243,0.003778,0.058099,-0.013271,0.131048,0.095000,False,0.002466,-0.000897,0.005582,-0.265629,-0.341012,-0.188821,0.000000,True
7,20,0.006757,0.005632,0.007853,0.265323,0.162357,0.362001,0.000000,True,0.004365,0.003313,0.005457,0.229181,0.132008,0.323380,0.000000,True
11,12,-0.013316,-0.016641,-0.009995,-0.213600,-0.306146,-0.115916,0.000000,True,-0.021556,-0.026376,-0.016653,-0.265260,-0.363731,-0.157887,0.000000,True
2,1,-0.002046,-0.002547,-0.001571,-0.265143,-0.365372,-0.163797,0.000000,True,-0.003340,-0.004239,-0.002433,0.175388,0.088601,0.257780,0.000000,True
6,10,0.000176,0.000027,0.000325,0.265002,0.172987,0.356562,0.000000,True,-0.001291,-0.001590,-0.001015,0.253382,0.162788,0.344115,0.000000,True
3,15,0.000911,0.000543,0.001306,0.203214,0.100427,0.299450,0.000000,True,0.000274,0.000071,0.000485,0.264973,0.168980,0.361019,0.000000,True
0,30,-0.000002,-0.000003,-0.000002,-0.119807,-0.256867,-0.064976,0.000000,True,-0.000002,-0.000003,-0.000002,-0.264894,-0.359884,-0.172067,0.000000,True
2,6,0.000071,-0.000443,0.000614,0.264762,0.201474,0.326679,0.000000,True,-0.000623,-0.001195,-0.000022,-0.225942,-0.308691,-0.140385,0.000000,True
7,21,0.001200,0.000280,0.002029,-0.083366,-0.158394,-0.006707,0.010000,False,-0.002363,-0.003312,-0.001423,-0.264749,-0.357366,-0.174248,0.000000,True
14,22,-0.026526,-0.035587,-0.018092,0.061737,-0.011544,0.134017,0.119000,False,-0.019681,-0.033371,-0.006774,0.264465,0.179451,0.344628,0.000000,True
10,3,0.039390,0.028140,0.051120,-0.204231,-0.269092,-0.136246,0.000000,True,0.039869,0.028872,0.051464,-0.264259,-0.346004,-0.178914,0.000000,True
31,31,-0.002620,-0.003260,-0.001977,0.263908,0.187298,0.345130,0.000000,True,-0.006002,-0.007541,-0.004476,0.234700,0.142565,0.324661,0.000000,True
7,12,0.002460,-0.000378,0.005467,0.260695,0.151906,0.366008,0.000000,True,0.003427,0.000771,0.006119,0.263883,0.163422,0.363136,0.000000,True
30,5,0.000061,-0.000055,0.000187,0.263564,0.198218,0.337346,0.000000,True,-0.001471,-0.002163,-0.000887,0.018975,-0.065736,0.102054,0.795000,False
12,19,0.000156,-0.000599,0.000924,0.259171,0.182738,0.337637,0.000000,True,0.000187,-0.001088,0.001495,0.263461,0.166281,0.360145,0.000000,True
16,29,-0.000059,-0.000409,0.000291,0.263272,0.184678,0.345217,0.000000,True,-0.001138,-0.001936,-0.000309,0.262293,0.172230,0.350939,0.000000,True
2,17,0.000256,0.000145,0.000380,0.263090,0.193721,0.339746,0.000000,True,0.000616,0.000455,0.000791,0.256589,0.161357,0.347575,0.000000,True
18,21,0.000647,0.000172,0.001115,-0.101459,-0.168589,-0.033539,0.006000,False,0.001020,0.000438,0.001579,-0.262762,-0.358744,-0.169862,0.000000,True
13,11,0.003401,-0.000575,0.007078,0.262735,0.188808,0.336573,0.000000,True,0.004176,-0.001942,0.010564,0.257644,0.164461,0.349188,0.000000,True
0,22,-0.000591,-0.000595,-0.000586,-0.137930,-0.239828,-0.036558,0.000000,True,-0.000589,-0.000595,-0.000584,-0.262598,-0.359610,-0.164172,0.000000,True
12,0,0.012494,0.009045,0.016084,0.227548,0.131534,0.336244,0.000000,True,0.017703,0.013928,0.021470,0.262202,0.170418,0.365017,0.000000,True
8,23,-0.000855,-0.001418,-0.000267,0.262174,0.173325,0.349745,0.000000,True,-0.000999,-0.001852,-0.000110,0.238990,0.143082,0.333315,0.000000,True
25,10,0.001984,0.001597,0.002366,0.261900,0.176120,0.346216,0.000000,True,-0.001463,-0.002527,-0.000425,-0.126297,-0.222330,-0.034626,0.000000,True
4,25,0.002053,0.000711,0.003367,0.261857,0.167772,0.355352,0.000000,True,0.000351,-0.000734,0.001491,0.251678,0.153656,0.347670,0.000000,True
0,16,0.005149,0.004842,0.005448,0.261818,0.166276,0.355443,0.000000,True,0.005512,0.005193,0.005825,-0.249394,-0.343398,-0.152667,0.000000,True
8,10,0.004272,0.003440,0.005066,0.261755,0.167061,0.355217,0.000000,True,0.002591,0.001701,0.003431,-0.109060,-0.184160,-0.039200,0.001000,False
30,28,0.094036,0.082533,0.105740,0.261750,0.162007,0.363170,0.000000,True,0.094242,0.082833,0.105900,0.171087,0.059713,0.286892,0.000000,True
29,19,-0.000594,-0.001059,-0.000073,0.253071,0.164604,0.354665,0.000000,True,-0.001731,-0.002678,-0.000799,-0.261647,-0.364431,-0.146908,0.000000,True
7,1,-0.004126,-0.005687,-0.002489,0.219062,0.134604,0.300216,0.000000,True,-0.002669,-0.003978,-0.001303,0.261446,0.170828,0.352032,0.000000,True
29,1,-0.000334,-0.000470,-0.000198,0.261408,0.185638,0.346408,0.000000,True,-0.000625,-0.000807,-0.000441,-0.026821,-0.093711,0.041141,0.426000,False
3,30,-0.009402,-0.011187,-0.007791,0.184166,0.085990,0.272970,0.000000,True,-0.013927,-0.015580,-0.012222,0.260423,0.160642,0.357060,0.000000,True
18,7,-0.000061,-0.000179,0.000055,0.240965,0.163083,0.317920,0.000000,True,-0.000275,-0.000503,-0.000047,0.260156,0.156846,0.358099,0.000000,True
25,1,0.000869,0.000455,0.001304,0.260081,0.191306,0.336417,0.000000,True,0.000940,-0.000760,0.002592,-0.138176,-0.232313,-0.042470,0.000000,True
6,19,0.000276,-0.000387,0.000964,0.182682,0.076984,0.286086,0.000000,True,-0.000848,-0.001558,-0.000086,0.259953,0.165729,0.352378,0.000000,True
0,7,-0.001595,-0.001645,-0.001545,0.259649,0.164116,0.355912,0.000000,True,-0.001493,-0.001543,-0.001444,0.231607,0.134413,0.325165,0.000000,True
11,11,-0.002870,-0.004517,-0.001327,0.259423,0.157615,0.361147,0.000000,True,-0.004352,-0.006988,-0.001820,0.192098,0.099374,0.283489,0.000000,True
0,14,0.014799,0.014433,0.015153,0.230603,0.131426,0.319708,0.000000,True,0.015304,0.014923,0.015671,-0.259380,-0.354192,-0.163346,0.000000,True
3,28,-0.000901,-0.001834,-0.000002,0.214096,0.119238,0.303977,0.000000,True,-0.003538,-0.004312,-0.002818,0.259345,0.161189,0.354538,0.000000,True
7,7,0.006650,0.005166,0.008056,-0.200974,-0.269920,-0.133575,0.000000,True,0.005846,0.003953,0.007679,-0.259129,-0.351082,-0.165121,0.000000,True
10,18,0.062578,0.047800,0.077714,0.259030,0.150972,0.360701,0.000000,True,0.057736,0.043943,0.072552,0.253705,0.155791,0.349921,0.000000,True
20,17,0.000999,0.000710,0.001299,-0.039931,-0.122661,0.045640,0.239000,False,0.004390,0.002858,0.005995,-0.258781,-0.351458,-0.165713,0.000000,True
23,9,-0.002112,-0.002886,-0.001429,0.258619,0.178396,0.336202,0.000000,True,-0.002720,-0.003580,-0.001878,0.102940,0.023474,0.176790,0.002000,False
6,16,-0.000285,-0.000608,0.000025,0.258598,0.176748,0.344988,0.000000,True,-0.002657,-0.003261,-0.002068,0.256130,0.161022,0.349412,0.000000,True
3,16,-0.000199,-0.000308,-0.000112,0.228708,0.139733,0.314695,0.000000,True,-0.000798,-0.000929,-0.000679,0.258546,0.165580,0.349738,0.000000,True
0,21,0.000152,0.000143,0.000160,-0.203579,-0.322655,-0.081879,0.000000,True,0.000151,0.000143,0.000161,-0.258323,-0.338279,-0.181694,0.000000,True
16,15,-0.002464,-0.003513,-0.001447,0.258304,0.174136,0.335413,0.000000,True,-0.002923,-0.005046,-0.000875,0.237411,0.152766,0.315963,0.000000,True
6,9,0.004575,0.002946,0.006224,-0.235969,-0.301714,-0.170014,0.000000,True,0.002257,0.000598,0.003988,-0.258046,-0.342913,-0.174369,0.000000,True
9,17,0.005149,0.002963,0.007498,0.146260,0.057117,0.229032,0.000000,True,0.002639,0.000131,0.005235,-0.257722,-0.350970,-0.164662,0.000000,True
15,7,-0.001517,-0.002573,-0.000473,0.257558,0.172912,0.343073,0.000000,True,-0.003719,-0.005594,-0.001702,0.232277,0.138563,0.326481,0.000000,True
7,28,0.004621,0.002066,0.007084,0.257450,0.158034,0.353100,0.000000,True,0.004125,0.001957,0.006189,0.251398,0.155401,0.345468,0.000000,True
5,3,0.000286,-0.000989,0.001464,0.232320,0.137516,0.329122,0.000000,True,-0.000637,-0.001774,0.000421,0.257204,0.161975,0.353292,0.000000,True
23,7,0.047227,0.039393,0.054853,-0.130769,-0.208220,-0.049619,0.220000,False,0.046925,0.039516,0.054165,-0.257104,-0.332144,-0.179346,0.000000,True
1,9,-0.002121,-0.002421,-0.001814,-0.191511,-0.285865,-0.091593,0.000000,True,-0.001787,-0.002172,-0.001396,-0.257030,-0.348957,-0.160201,0.000000,True
2,26,-0.001400,-0.001680,-0.001108,0.054341,-0.027447,0.130692,0.105000,False,0.001071,0.000343,0.001897,0.256958,0.160011,0.352247,0.000000,True
14,0,-0.001660,-0.005581,0.001973,0.240669,0.156899,0.323696,0.000000,True,-0.004148,-0.010433,0.002350,0.256753,0.163773,0.347193,0.000000,True
21,9,0.003082,0.001776,0.004387,0.256702,0.197171,0.313464,0.000000,True,0.004302,0.002381,0.006161,0.239720,0.158952,0.313995,0.000000,True
15,17,-0.007133,-0.009304,-0.005096,0.014784,-0.057320,0.089136,0.720000,False,-0.009200,-0.012799,-0.005807,-0.256509,-0.344527,-0.161562,0.000000,True
9,16,0.008355,0.005035,0.011922,0.007863,-0.071992,0.092006,0.842000,False,0.009472,0.004967,0.014124,-0.256015,-0.346789,-0.166815,0.000000,True
4,5,0.003833,0.003146,0.004497,0.246968,0.151029,0.340550,0.000000,True,0.002953,0.002220,0.003683,0.255811,0.158463,0.351317,0.000000,True
16,13,-0.000512,-0.001519,0.000339,0.255457,0.169158,0.343777,0.000000,True,-0.002660,-0.004612,-0.000700,0.242046,0.155876,0.325979,0.000000,True
9,19,0.005421,0.003382,0.007636,0.087937,0.004511,0.164935,0.016000,False,0.002473,-0.000755,0.005580,-0.255393,-0.342308,-0.163266,0.000000,True
6,6,0.041090,0.031626,0.050514,-0.127257,-0.185531,-0.070940,0.000000,True,0.037952,0.029732,0.046143,-0.255171,-0.346284,-0.166363,0.000000,True
11,29,0.000936,0.000396,0.001431,0.161826,0.082669,0.233799,0.000000,True,-0.002372,-0.003595,-0.001105,-0.255068,-0.355489,-0.149076,0.000000,True
24,3,-0.001024,-0.003151,0.000755,0.254092,0.179995,0.337989,0.000000,True,-0.000855,-0.003326,0.001645,0.137986,0.062199,0.212047,0.000000,True
12,21,-0.001069,-0.002667,0.000526,0.253658,0.157563,0.347165,0.000000,True,-0.002520,-0.005356,0.000486,0.196565,0.101373,0.289022,0.000000,True
19,7,-0.003466,-0.004239,-0.002780,0.253621,0.173132,0.329390,0.000000,True,-0.002611,-0.003653,-0.001634,0.181875,0.096602,0.260573,0.000000,True
13,24,0.002424,0.001662,0.003254,0.218316,0.126179,0.306157,0.000000,True,0.003399,0.001674,0.005306,0.253468,0.155215,0.349523,0.000000,True
12,22,0.002491,0.001463,0.003658,0.253431,0.162763,0.342041,0.000000,True,0.002045,0.000138,0.004180,0.239450,0.142259,0.337385,0.000000,True
21,21,0.011534,0.008591,0.015003,-0.195409,-0.281602,-0.120893,0.000000,True,0.009360,0.006056,0.013476,-0.253245,-0.348737,-0.153195,0.000000,True
3,29,-0.001809,-0.003166,-0.000477,0.253145,0.155633,0.345101,0.000000,True,-0.003656,-0.004887,-0.002491,0.236751,0.139242,0.331635,0.000000,True
6,3,0.000699,0.000435,0.000987,-0.126163,-0.214863,-0.035855,0.000000,True,0.004414,0.002946,0.005926,0.252653,0.158382,0.344374,0.000000,True
8,28,-0.003413,-0.005212,-0.001716,0.093688,0.007920,0.178453,0.022000,False,-0.004302,-0.007149,-0.001546,-0.252595,-0.339352,-0.158732,0.000000,True
20,4,-0.000226,-0.000359,-0.000095,0.252346,0.172562,0.338214,0.000000,True,-0.001155,-0.001457,-0.000849,0.108389,0.022337,0.199102,0.001000,False
2,5,-0.002404,-0.003227,-0.001591,0.251999,0.152364,0.349081,0.000000,True,-0.002340,-0.003358,-0.001315,0.225553,0.126192,0.321516,0.000000,True
24,14,0.001220,0.000534,0.001840,0.235352,0.158807,0.311134,0.000000,True,-0.003686,-0.005432,-0.002121,0.251921,0.163681,0.335935,0.000000,True
30,0,-0.000799,-0.003235,0.001753,0.013455,-0.068433,0.090496,0.754000,False,-0.002430,-0.006254,0.001274,-0.251854,-0.343981,-0.158101,0.000000,True
17,0,0.004775,0.002567,0.007021,0.036732,-0.026386,0.105410,0.360000,False,0.003089,0.000187,0.005966,-0.251667,-0.320264,-0.184251,0.000000,True
